Workflow,Function,Executive Sponsor,Workflow Owner,Business Impact 1-5,Repetition 1-5,Data Access Feasibility 1-5,Control Feasibility 1-5,Owner Strength 1-5,Evidence Readiness 1-5,Total Score,Primary Metric,Recommended Decision
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
